fp32,2xbf_3,2xbf_3d,3xbf_6,3xbf_6d,3xbf_9,3xbf_9d
7.55751e-07,1.99928e-05,1.25104e-05,7.55751e-07,2.3598e-08,1.99928e-05,1.24868e-05
