fp32,2xbf_3,2xbf_3d,3xbf_6,3xbf_6d,3xbf_9,3xbf_9d
0.00348814,0.00464699,0.00262154,0.00348814,2.41667e-06,0.00464699,0.00261912
0.0112943,0.0288829,0.0274811,0.0112943,4.67307e-05,0.0288829,0.0274344
0.0185366,0.0711414,0.0635919,0.0185366,9.57099e-05,0.0711109,0.0634962
0.00603992,0.0382202,0.035154,0.00603944,7.18427e-05,0.0382202,0.0350822
0.0803729,0.400587,0.388187,0.0803044,0.00080406,0.400587,0.387383
0.11427,0.188176,0.143558,0.114384,3.51394e-05,0.188176,0.143523
