fp32,2xbf_3,2xbf_3d,3xbf_6,3xbf_6d,3xbf_9,3xbf_9d
9.13882e-06,5.27946e-05,5.54611e-05,9.13882e-06,1.6575e-07,5.25607e-05,5.52953e-05
