fp32,2xbf_3,2xbf_3d,3xbf_6,3xbf_6d,3xbf_9,3xbf_9d
0.010303,0.0642482,0.0495483,0.0101809,5.84829e-05,0.0642482,0.0494898
0.00915435,0.0307118,0.0281184,0.00903228,6.10129e-05,0.0307118,0.0280574
0.0819939,0.107898,0.115003,0.0820244,0.000108636,0.107898,0.114894
0.0848148,0.19347,0.169659,0.0848148,4.25099e-05,0.19347,0.169617
0.14054,0.867366,0.831275,0.140601,0.00193504,0.867012,0.82934
0.102463,0.7971,0.780635,0.102478,0.00183239,0.794925,0.778802
