fp32,2xbf_3,2xbf_3d,3xbf_6,3xbf_6d,3xbf_9,3xbf_9d
0.0667114,0.0892063,0.0557159,0.0663452,8.86108e-05,0.0892063,0.0556272
0.237606,0.781141,0.603887,0.237606,0.00113076,0.781141,0.602774
3.06678,4.634,4.02682,3.06693,0.00799419,4.63301,4.01913
19.2603,26.8607,21.0485,19.2902,0.0460348,26.8075,21.0036
140.596,179.918,120.996,140.876,0.267736,179.733,120.74
1181.55,1332.84,678.452,1181.48,1.4986,1331.46,677.019
